"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa","lcom3"
"org.jkiss.dbeaver.ext.postgresql.PostgreServerHome",15,2,2,2,2,1,4,2,1,1.0
"org.jkiss.dbeaver.ext.sqlite.model.SQLiteView",15,2,1,2,5,4,1,6,0,0.0
"org.jkiss.dbeaver.ext.wmi.model.WMIValueMeta",15,2,2,2,3,2,1,3,1,1.0
"org.jkiss.dbeaver.headless.DBeaverTestWorkspace",15,2,2,2,4,2,1,3,0,0.0
"org.jkiss.dbeaver.model.edit.DBEStructEditor",15,2,2,2,7,4,2,5,0,0.0
"org.jkiss.dbeaver.model.runtime.OSDescriptor",15,2,2,3,0,0,7,1,2,0.5
"org.jkiss.dbeaver.ui.controls.NamedObjectPatternFilter",15,2,1,3,3,1,1,2,0,0.0
"org.jkiss.dbeaver.ui.dashboard.internal.UIDashboardPreferencesInitializer",15,2,2,2,5,4,0,5,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.indent.SQLStringAutoIndentStrategy",15,2,2,2,3,0,1,1,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLContextTypeDriver",15,2,2,3,1,1,1,3,0,0.0
"org.jkiss.dbeaver.ui.actions.EmptyListAction",15,2,2,2,1,0,2,1,0,0.0
"org.jkiss.dbeaver.ui.actions.datasource.DataSourceCreateHandler",15,1,1,1,6,1,0,2,0,0.0
"org.jkiss.dbeaver.ui.gis.internal.GISViewerPreferencesInitializer",15,1,1,1,6,5,0,6,0,0.0
"org.jkiss.dbeaver.tools.transfer.IDataTransferProducer",15,1,1,1,5,3,4,4,0,0.0
"org.jkiss.dbeaver.ext.db2.i.model.DB2IDataSource",15,1,1,1,6,6,1,7,1,0.0
"org.jkiss.dbeaver.ext.db2.zos.model.DB2ZOSDataSource",15,1,1,1,6,6,1,7,1,0.0
"org.jkiss.dbeaver.ext.postgresql.debug.internal.PostgreDebugCoreMessages",15,1,0,1,1,0,0,1,6,0.0
"org.jkiss.dbeaver.ext.spanner.ui.internal.SpannerMessages",15,1,0,1,1,0,1,1,6,0.0
"org.jkiss.dbeaver.ext.wmi.WMIMessages",15,1,0,1,1,0,1,1,6,0.0
"org.jkiss.dbeaver.model.data.DBDAttributeTransformer",15,1,1,1,5,2,10,2,0,0.0
"org.jkiss.dbeaver.ui.dialogs.ApplicationErrorSupportProvider",15,1,1,1,6,0,0,1,0,0.0
"org.jkiss.dbeaver.ui.dashboard.view.HandlerDashboardConfiguration",15,1,1,2,3,0,0,1,0,0.0
"org.jkiss.dbeaver.ui.data.managers.URLPreviewValueManager",15,1,1,2,5,4,0,5,0,0.0
"org.jkiss.dbeaver.ui.controls.imageview.ImageViewMessages",15,1,0,1,1,0,0,1,6,0.0
"org.jkiss.dbeaver.model.runtime.DBRProgressMonitor",14,9,9,9,2,0,1123,0,0,0.0
"org.jkiss.dbeaver.model.data.DBDAttributeTransformerDescriptor",14,6,6,6,4,3,8,4,0,0.0
"org.jkiss.dbeaver.model.data.DBDCollection",14,6,6,6,3,1,6,2,0,0.0
"org.jkiss.dbeaver.model.DBPDataSourceConfigurationStorage",14,6,6,6,4,2,5,2,0,0.0
"org.jkiss.dbeaver.model.struct.DBSObjectReference",14,5,5,5,4,4,13,6,0,0.0
"org.jkiss.dbeaver.model.exec.DBCExecutionSource",14,4,4,4,2,1,10,1,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSTableIndexColumn",14,4,4,4,4,2,9,4,0,0.0
"org.jkiss.dbeaver.model.task.DBTTaskFolder",14,4,4,4,5,2,5,3,0,0.0
"org.jkiss.dbeaver.model.app.DBPDataFormatterRegistry",14,3,3,3,4,1,2,1,0,0.0
"org.jkiss.dbeaver.model.exec.plan.DBCQueryPlanner",14,3,3,3,5,4,18,5,0,0.0
"org.jkiss.dbeaver.debug.sourcelookup.DatabaseSourceContainerTypeDelegate",14,2,2,2,3,0,0,1,0,0.0
"org.jkiss.dbeaver.erd.ui.layout.algorithm.direct.DummyEdgePart",14,2,0,2,3,0,1,0,0,0.0
"org.jkiss.dbeaver.erd.ui.model.DiagramCollectSettingsDefault",14,2,2,2,3,3,3,4,0,0.0
"org.jkiss.dbeaver.ext.elasticsearch.ElasticsearchDataSourceProvider",14,2,2,2,4,3,0,4,1,1.0
"org.jkiss.dbeaver.ext.mssql.model.generic.SQLServerGenericSchema",14,2,2,2,3,3,2,4,1,1.0
"org.jkiss.dbeaver.ext.opendistro.ElasticsearchDataSourceProvider",14,2,2,2,4,3,0,4,1,1.0
"org.jkiss.dbeaver.ext.postgresql.tasks.PostgreDatabaseBackupRestoreInfo",14,2,2,2,2,1,2,1,1,1.0
"org.jkiss.dbeaver.model.edit.DBEObjectRenamer",14,2,1,2,4,2,43,3,2,0.5
"org.jkiss.dbeaver.model.impl.jdbc.JDBCException",14,2,2,2,3,2,6,3,1,1.0
"org.jkiss.dbeaver.model.impl.local.LocalResultSetMeta",14,2,2,2,3,2,3,3,1,1.0
"org.jkiss.dbeaver.model.struct.DBSObject",14,2,2,2,6,4,575,7,0,0.0
"org.jkiss.dbeaver.model.sql.eval.ScriptVariablesResolver",14,2,2,2,3,3,2,4,1,1.0
"org.jkiss.dbeaver.model.sql.generator.SQLGeneratorProcedure",14,2,0,2,5,3,1,4,0,0.0
"org.jkiss.dbeaver.ui.dialogs.BaseWizard",14,2,1,2,4,2,3,3,0,0.0
"org.jkiss.dbeaver.ui.controls.lightgrid.AbstractRenderer",14,2,1,2,2,1,3,1,2,0.5
"org.jkiss.dbeaver.ui.editors.content.ContentEditorSite",14,2,2,2,3,0,1,1,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLProposalPosition",14,2,2,2,3,0,0,1,1,1.0
"org.jkiss.dbeaver.data.gis.handlers.WKGUtils",14,1,1,2,4,3,1,3,0,0.0
"org.jkiss.dbeaver.debug.internal.DebugMessages",14,1,0,1,1,0,0,1,5,0.0
"org.jkiss.dbeaver.erd.model.internal.ERDMessages",14,1,0,1,1,0,0,1,5,0.0
"org.jkiss.dbeaver.erd.ui.editor.ERDPropertiesDrawer",14,1,1,1,4,2,0,3,0,0.0
"org.jkiss.dbeaver.erd.ui.policy.AssociationEditPolicy",14,1,0,1,5,2,1,3,0,0.0
"org.jkiss.dbeaver.ext.greenplum.edit.GreenplumFunctionManager",14,1,1,1,5,4,0,5,0,0.0
"org.jkiss.dbeaver.ext.sample.database.SampleDatabaseMessages",14,1,0,1,1,0,0,1,5,0.0
"org.jkiss.dbeaver.ext.wmi.model.WMIValueHandlerProvider",14,1,1,1,6,6,0,7,0,0.0
"org.jkiss.dbeaver.model.impl.sql.SQLQueryTransformerAllRows",14,1,1,1,5,5,1,6,0,0.0
"org.jkiss.dbeaver.model.sql.commands.SQLCommandExport",14,1,1,1,5,5,0,6,0,0.0
"org.jkiss.dbeaver.ui.app.standalone.WorkbenchInitializerNewConnection",14,1,1,3,4,3,0,4,0,0.0
"org.jkiss.dbeaver.ui.actions.driver.DriverManagerDialogHandler",14,1,1,1,5,1,0,2,0,0.0
"org.jkiss.dbeaver.ui.views.session.internal.SessionEditorMessages",14,1,0,1,1,0,1,1,5,0.0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerPreferences",14,1,1,1,6,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.test.handlers.HandlerDialog",14,1,1,1,5,1,0,2,0,0.0
"org.jkiss.dbeaver.debug.DBGConstants",14,0,0,1,1,1,9,1,10,0.0
"org.jkiss.dbeaver.model.preferences.DBPPropertySource",13,8,8,8,2,1,44,1,0,0.0
"org.jkiss.dbeaver.debug.DBGController",13,7,7,7,3,2,7,2,0,0.0
"org.jkiss.dbeaver.model.sql.SQLScriptElement",13,7,7,7,1,0,13,0,0,0.0
"org.jkiss.dbeaver.model.data.DBDContentStorage",13,6,6,6,4,1,33,1,0,0.0
"org.jkiss.dbeaver.model.admin.sessions.DBAServerSessionDetails",13,5,5,5,5,4,1,4,0,0.0
"org.jkiss.dbeaver.ui.navigator.INavigatorItemRenderer",13,5,5,5,5,1,3,1,0,0.0
"org.jkiss.dbeaver.model.auth.DBASessionContext",13,4,4,4,5,3,9,3,0,0.0
"org.jkiss.dbeaver.model.data.DBDDataReceiver",13,4,4,4,3,3,21,4,0,0.0
"org.jkiss.dbeaver.ui.data.IDataController",13,4,4,4,4,1,3,1,0,0.0
"org.jkiss.dbeaver.ext.hana.model.data.wkb.HANAWKBParserException",13,3,3,3,0,0,7,1,1,1.0
"org.jkiss.dbeaver.ext.hana.model.data.wkb.HANAWKBWriterException",13,3,3,3,0,0,3,1,1,1.0
"org.jkiss.dbeaver.model.admin.sessions.DBAServerSessionManager",13,3,3,3,5,3,18,3,0,0.0
"org.jkiss.dbeaver.model.connection.DBPNativeClientLocation",13,3,3,3,5,3,17,4,0,0.0
"org.jkiss.dbeaver.model.data.DBDRegistry",13,3,3,3,4,2,3,2,0,0.0
"org.jkiss.dbeaver.model.exec.DBCDocumentConverter",13,3,3,3,4,4,0,4,0,0.0
"org.jkiss.dbeaver.model.runtime.RunnableWithResult",13,3,3,3,0,0,1,2,1,1.0
"org.jkiss.dbeaver.model.runtime.SubTaskProgressMonitor",13,3,3,3,0,0,3,1,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSProcedure",13,3,3,3,6,5,24,7,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSTableConstraintColumn",13,3,3,3,3,2,2,4,0,0.0
"org.jkiss.dbeaver.model.text.parser.rules.MultiLineRule",13,3,3,3,1,1,1,2,0,0.0
"org.jkiss.dbeaver.ui.controls.resultset.IResultSetLabelProvider",13,3,3,3,4,2,2,2,0,0.0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetListenerAdapter",13,3,3,3,1,0,2,1,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorPresentation",13,3,3,3,2,0,1,0,1,1.0
"org.jkiss.dbeaver.debug.ui.internal.DebugMenuDelegate",13,2,1,2,3,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.db2.data.DB2NumericValueHandler",13,2,1,2,3,3,0,4,0,0.0
"org.jkiss.dbeaver.ext.exasol.ui.config.ExasolCreateForeignKeyDialog",13,2,1,2,3,3,1,4,0,0.0
"org.jkiss.dbeaver.ext.generic.model.GenericTableTrigger",13,2,2,2,2,0,6,1,0,0.0
"org.jkiss.dbeaver.ext.mssql.internal.SQLServerPreferencesInitializer",13,2,2,2,5,4,0,5,0,0.0
"org.jkiss.dbeaver.ext.postgresql.tasks.PostgreVersionValidator12",13,2,2,2,2,2,0,3,0,0.0
"org.jkiss.dbeaver.ext.postgresql.tasks.PostgreVersionValidator9and6",13,2,2,2,2,2,0,3,0,0.0
"org.jkiss.dbeaver.model.data.aggregate.FunctionCount",13,2,2,2,0,0,0,1,1,1.0
"org.jkiss.dbeaver.model.data.DBDAttributeReferrer",13,2,2,2,2,2,0,3,1,1.0
"org.jkiss.dbeaver.model.impl.data.AbstractDatabaseList",13,2,2,2,2,1,1,2,0,0.0
"org.jkiss.dbeaver.model.net.DBWNetworkHandler",13,2,2,2,6,5,9,5,0,0.0
"org.jkiss.dbeaver.model.sql.DBSQLException",13,2,2,2,2,2,3,3,1,1.0
"org.jkiss.dbeaver.tasks.ui.DBTTaskConfigurator",13,2,2,2,5,4,11,4,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLKeywordDetector",13,2,2,2,1,0,0,2,0,0.0
"org.jkiss.dbeaver.ui.navigator.database.DatabaseNavigatorContent",13,2,2,2,1,1,2,1,1,1.0
"org.jkiss.dbeaver.ui.navigator.INavigatorModelView",13,2,2,2,3,1,20,1,3,0.0
"org.jkiss.dbeaver.tools.transfer.transformers.DataTransferTransformerConstant",13,1,1,1,6,4,0,6,0,0.0
"org.jkiss.dbeaver.tools.transfer.transformers.DataTransferTransformerNull",13,1,1,1,6,4,0,5,0,0.0
"org.jkiss.dbeaver.erd.ui.policy.EntityEditPolicy",13,1,0,1,4,1,1,2,0,0.0
"org.jkiss.dbeaver.ext.clickhouse.model.ClickhouseView",13,1,1,1,5,4,1,5,1,0.0
"org.jkiss.dbeaver.ext.hive.model.jdbc.HiveJdbcFactory",13,1,1,1,5,3,1,4,0,0.0
"org.jkiss.dbeaver.ext.snowflake.internal.SnowflakePreferencesInitializer",13,1,1,1,5,4,0,5,0,0.0
"org.jkiss.dbeaver.ext.ui.locks.LocksUIMessages",13,1,0,1,1,0,2,1,4,0.0
"org.jkiss.dbeaver.model.auth.DBASessionProviderService",13,1,1,1,5,3,1,3,0,0.0
"org.jkiss.dbeaver.model.data.aggregate.AggregateUtils",13,1,1,6,0,0,0,3,0,0.0
"org.jkiss.dbeaver.model.data.DBDContentValueHandler",13,1,1,1,7,4,0,5,0,0.0
"org.jkiss.dbeaver.model.impl.jdbc.cache.JDBCObjectLookup",13,1,1,1,6,3,2,3,0,0.0
"org.jkiss.dbeaver.model.sql.commands.SQLCommandUnset",13,1,1,1,4,4,0,5,0,0.0
"org.jkiss.dbeaver.model.sql.task.SQLToolRunStatisticsGenerator",13,1,1,1,6,5,4,5,0,0.0
"org.jkiss.dbeaver.registry.driver.DriverVariablesResolver",13,1,1,2,1,1,2,3,1,0.0
"org.jkiss.dbeaver.tasks.ui.view.TaskHandlerRefresh",13,1,1,1,4,0,0,1,0,0.0
"org.jkiss.dbeaver.team.git.ui.internal.GITMessages",13,1,0,1,1,0,1,1,4,0.0
"org.jkiss.dbeaver.ui.app.standalone.about.AboutBoxHandler",13,1,1,1,4,0,0,1,0,0.0
"org.jkiss.dbeaver.ui.data.managers.ArrayValueManager",13,1,1,1,6,3,0,4,0,0.0
"org.jkiss.dbeaver.erd.ui.ERDIcon",13,0,0,1,1,1,7,1,6,0.0
"org.jkiss.dbeaver.ext.snowflake.SnowflakeConstants",13,0,0,1,1,1,6,1,8,0.0
"org.jkiss.dbeaver.model.exec.plan.DBCPlanNode",12,7,7,7,2,1,16,2,0,0.0
"org.jkiss.dbeaver.ui.dashboard.model.DashboardViewType",12,6,6,6,3,3,4,3,0,0.0
"org.jkiss.dbeaver.ui.controls.resultset.IResultSetPanel",12,6,6,6,3,1,5,2,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorListener",12,6,6,6,2,2,1,2,0,0.0
"org.jkiss.dbeaver.lang.SCMNode",12,5,5,5,1,0,2,0,0,0.0
"org.jkiss.dbeaver.model.exec.jdbc.JDBCResultSet",12,5,5,5,2,1,287,2,0,0.0
"org.jkiss.dbeaver.runtime.properties.IPropertySourceMulti",12,5,5,5,3,2,1,3,0,0.0
"org.jkiss.dbeaver.ui.dashboard.model.DashboardViewContainer",12,5,5,5,4,2,5,3,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.PostgrePrivilegeOwner",12,4,4,4,4,3,5,5,0,0.0
"org.jkiss.dbeaver.model.gis.GisAttribute",12,3,3,3,4,2,5,2,0,0.0
"org.jkiss.dbeaver.model.exec.jdbc.JDBCPreparedStatement",12,3,3,3,3,1,202,3,0,0.0
"org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCPreparedStatementCachedImpl",12,3,3,3,0,0,0,1,0,0.0
"org.jkiss.dbeaver.model.struct.DBSInstanceContainer",12,3,3,3,3,1,2,2,0,0.0
"org.jkiss.dbeaver.ui.ISearchContextProvider",12,3,3,3,0,0,3,0,1,1.0
"org.jkiss.dbeaver.ui.editors.sql.SQLPlanViewProvider",12,3,3,3,6,2,3,2,0,0.0
"org.jkiss.utils.xml.XMLException",12,2,2,2,0,0,34,1,0,0.0
"org.jkiss.dbeaver.ext.db2.editors.DB2StatefulObject",12,2,2,2,5,4,2,6,0,0.0
"org.jkiss.dbeaver.ext.exasol.editors.ExasolStatefulObject",12,2,2,2,5,4,1,6,0,0.0
"org.jkiss.dbeaver.ext.exasol.model.ExasolDataSourceInfo",12,2,2,2,2,2,1,3,0,0.0
"org.jkiss.dbeaver.ext.firebird.model.FireBirdDatabaseTrigger",12,2,2,2,2,2,1,3,0,0.0
"org.jkiss.dbeaver.ext.generic.model.GenericContainerTrigger",12,2,2,2,2,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.hana.model.HANADataSourceInfo",12,2,2,2,2,2,1,3,0,0.0
"org.jkiss.dbeaver.ext.oracle.model.auth.OracleAuthOSCredentials",12,2,2,2,1,1,1,2,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.impls.PostgreServerGCloud",12,2,2,2,1,1,0,2,1,1.0
"org.jkiss.dbeaver.model.DBPStatefulObject",12,2,2,2,4,3,6,4,0,0.0
"org.jkiss.dbeaver.model.exec.DBCConnectException",12,2,2,2,1,1,0,2,1,1.0
"org.jkiss.dbeaver.model.runtime.MonitorRunnableContext",12,2,2,2,1,0,1,1,1,1.0
"org.jkiss.dbeaver.runtime.properties.PropertyCollector",12,2,2,2,0,0,12,1,0,0.0
"org.jkiss.dbeaver.ui.dashboard.model.data.DashboardDataChart",12,2,2,2,2,0,0,1,1,2.0
"org.jkiss.dbeaver.ui.dashboard.model.data.DashboardDataHistogram",12,2,2,2,2,0,0,1,1,2.0
"org.jkiss.dbeaver.ui.dashboard.model.data.DashboardDataMultiChart",12,2,2,2,2,0,0,1,1,2.0
"org.jkiss.dbeaver.ui.data.IRowController",12,2,2,2,4,1,2,1,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLContextTypeProvider",12,2,2,2,1,1,1,3,0,0.0
"org.jkiss.dbeaver.erd.ui.policy.EntityContainerEditPolicy",12,1,0,1,3,0,1,1,0,0.0
"org.jkiss.dbeaver.ext.exasol.model.ExasolGeometryValueHandler",12,1,0,1,6,3,1,4,0,0.0
"org.jkiss.dbeaver.ext.phoenix.model.PhoenixDataSource",12,1,1,1,5,5,1,6,0,0.0
"org.jkiss.dbeaver.ext.postgresql.debug.internal.impl.PostgreDebugControllerFactory",12,1,1,1,5,4,1,5,0,0.0
"org.jkiss.dbeaver.model.DBPRefreshableObject",12,1,1,1,5,3,39,4,0,0.0
"org.jkiss.dbeaver.model.exec.plan.DBCQueryPlannerConfiguration",12,1,1,1,4,1,8,2,1,0.0
"org.jkiss.dbeaver.model.struct.DBSAlias",12,1,1,1,5,3,7,5,0,0.0
"org.jkiss.dbeaver.model.struct.DBSDocumentLocator",12,1,1,1,6,3,0,4,0,0.0
"org.jkiss.dbeaver.registry.DataSourceOriginProviderLocal",12,1,1,1,3,2,0,3,1,0.0
"org.jkiss.dbeaver.registry.internal.RegistryMessages",12,1,0,1,1,0,1,1,3,0.0
"org.jkiss.dbeaver.runtime.DummyRunnableContext",12,1,1,1,4,0,2,1,1,0.0
"org.jkiss.dbeaver.ui.editors.acl.internal.ACLMessages",12,1,0,1,1,0,1,1,3,0.0
"org.jkiss.dbeaver.ui.editors.json.JSONPartitionScanner",12,1,1,1,1,0,1,1,2,0.0
"org.jkiss.dbeaver.ui.editors.entity.FolderEditorContributor",12,1,1,1,3,1,0,2,0,0.0
"org.jkiss.dbeaver.ui.actions.datasource.ConnectionCommands",12,0,0,1,0,0,3,0,8,0.0
"org.jkiss.dbeaver.ui.gis.panel.GISBrowserViewerConstants",12,0,0,1,0,0,0,0,3,0.0
"org.jkiss.dbeaver.ext.postgresql.tasks.PostgreSQLTasks",12,0,0,1,0,0,8,0,9,0.0
"org.jkiss.dbeaver.ext.postgresql.debug.PostgreDebugConstants",12,0,0,1,0,0,4,0,9,0.0
"org.jkiss.dbeaver.utils.MimeTypes",12,0,0,1,0,0,17,0,9,0.0
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorFeatures",12,0,0,1,1,1,0,1,8,0.0
"org.jkiss.dbeaver.model.DBPDataSourceFolder",11,7,7,7,1,1,9,2,0,0.0
"org.jkiss.dbeaver.model.exec.compile.DBCCompileLog",11,7,7,7,1,0,5,0,0,0.0
"org.jkiss.dbeaver.model.admin.locks.DBAServerLock",11,6,6,6,2,1,13,2,0,0.0
"org.jkiss.dbeaver.model.app.DBPResourceHandlerDescriptor",11,6,6,6,1,1,3,1,1,1.0
"org.jkiss.dbeaver.registry.maven.versioning.ArtifactVersion",11,6,6,6,0,0,1,1,0,0.0
"org.jkiss.dbeaver.tools.transfer.database.DatabaseMappingObject",11,5,5,5,3,3,2,3,0,0.0
"org.jkiss.dbeaver.model.connection.DBPEditorContribution",11,5,5,5,1,1,3,1,1,1.0
"org.jkiss.dbeaver.tasks.ui.DBTTaskConfigPanel",11,5,5,5,2,1,5,1,0,0.0
"org.jkiss.dbeaver.ui.navigator.INavigatorNodeActionHandler",11,5,5,5,3,2,4,2,0,0.0
"org.jkiss.dbeaver.debug.ui.DBGConfigurationPanel",11,4,4,4,4,1,2,1,0,0.0
"org.jkiss.dbeaver.model.exec.plan.DBCPlan",11,4,4,4,3,1,13,1,1,1.0
"org.jkiss.dbeaver.model.exec.plan.DBCPlanCostNode",11,4,4,4,0,0,15,1,4,0.5
"org.jkiss.dbeaver.ext.oracle.model.source.OracleSourceObject",11,3,3,3,5,4,17,6,0,0.0
"org.jkiss.dbeaver.model.DBPReferentialIntegrityController",11,3,3,3,4,2,2,2,0,0.0
"org.jkiss.dbeaver.ui.controls.resultset.IResultSetFilterManager",11,3,3,3,3,1,1,1,0,0.0
"org.jkiss.dbeaver.ext.bigquery.model.BigQuerySQLDialect",11,2,2,2,1,1,1,2,0,0.0
"org.jkiss.dbeaver.ext.firebird.FireBirdDataSourceProvider",11,2,2,2,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.mssql.model.generic.SQLServerGenericTableColumn",11,2,2,2,2,2,2,3,0,0.0
"org.jkiss.dbeaver.ext.oracle.internal.OraclePreferencesInitializer",11,2,2,2,1,0,0,1,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreObject",11,2,2,2,3,2,19,4,0,0.0
"org.jkiss.dbeaver.ext.spanner.model.SpannerSQLDialect",11,2,2,2,1,1,1,2,0,0.0
"org.jkiss.dbeaver.ext.vertica.model.VerticaFlexTable",11,2,2,2,1,1,2,2,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSTableForeignKey",11,2,2,2,3,2,14,4,0,0.0
"org.jkiss.dbeaver.runtime.encode.EncryptionException",11,2,2,2,0,0,12,1,0,0.0
"org.jkiss.dbeaver.ui.notifications.NotificationSinkEvent",11,2,2,2,1,0,2,0,1,1.0
"org.jkiss.dbeaver.ui.search.metadata.SearchMetadataResultsPage",11,2,1,2,2,2,0,3,0,0.0
"org.jkiss.dbeaver.ext.postgresql.TestPreferenceStore",11,2,2,2,2,1,1,2,0,0.0
"org.jkiss.dbeaver.erd.ui.editor.tools.SelectionToolEntry",11,1,1,1,4,2,1,3,0,0.0
"org.jkiss.dbeaver.erd.ui.export.ERDExportFormatHandler",11,1,1,1,5,3,4,3,0,0.0
"org.jkiss.dbeaver.ext.mssql.edit.generic.SQLServerGenericTableColumnManager",11,1,0,1,3,2,0,3,0,0.0
"org.jkiss.dbeaver.ext.mysql.model.plan.MySQLPlanAbstract",11,1,1,1,2,2,2,3,2,0.0
"org.jkiss.dbeaver.model.impl.edit.SQLDatabasePersistActionComment",11,1,1,1,2,2,8,3,0,0.0
"org.jkiss.dbeaver.model.impl.plan.AbstractExecutionPlan",11,1,1,2,2,2,9,3,0,0.0
"org.jkiss.dbeaver.ui.tools.IUserInterfaceTool",11,1,1,1,5,2,36,2,0,0.0
"org.jkiss.dbeaver.ui.editors.acl.BaseACLManager",11,1,1,1,5,4,0,5,0,0.0
"org.jkiss.dbeaver.ui.editors.entity.properties.ObjectPropertiesEditorInputFactory",11,1,1,1,3,2,1,3,0,0.0
"org.jkiss.dbeaver.ext.bigquery.model.BigQueryConstants",11,0,0,1,0,0,1,0,7,0.0
"org.jkiss.dbeaver.ext.mysql.tasks.MySQLTasks",11,0,0,1,0,0,8,0,8,0.0
"org.jkiss.dbeaver.model.navigator.DBNBrowseSettings",10,7,7,7,0,0,13,0,0,0.0
"org.jkiss.dbeaver.model.qm.QMController",10,7,7,7,0,0,3,0,0,0.0
"org.jkiss.dbeaver.tools.transfer.IDataTransferNode",10,5,5,5,2,2,8,2,0,0.0
"org.jkiss.dbeaver.model.data.DBDFormatSettings",10,5,5,5,1,0,34,0,0,0.0
"org.jkiss.dbeaver.model.qm.QMEventCursor",10,5,5,5,2,2,2,3,0,0.0
"org.jkiss.dbeaver.model.struct.DBSTypedObjectExt2",10,5,5,5,2,2,1,3,0,0.0
"org.jkiss.dbeaver.ui.controls.folders.ITabbedFolder",10,5,5,5,1,0,3,0,0,0.0
"org.jkiss.dbeaver.ui.IObjectPropertyConfigurator",10,5,5,5,1,0,11,0,0,0.0
"org.jkiss.dbeaver.model.DBPExclusiveResource",10,4,4,4,1,0,5,0,1,1.3333333333333333
"org.jkiss.dbeaver.model.DBPExternalFileManager",10,4,4,4,2,0,4,0,0,0.0
"org.jkiss.dbeaver.runtime.ui.UIServiceSecurity",10,4,4,4,3,1,2,1,0,0.0
"org.jkiss.dbeaver.model.sql.SQLQueryListener",10,4,4,4,2,2,0,2,0,0.0
"org.jkiss.dbeaver.ui.controls.folders.ITabbedFolderContainer",10,4,4,4,1,0,5,0,0,0.0
"org.jkiss.dbeaver.ui.IDataSourceConnectionEditor",10,4,4,4,2,1,0,2,0,0.0
"org.jkiss.dbeaver.ui.notifications.AbstractUiNotification",10,4,4,4,1,0,1,1,0,0.0
"org.jkiss.dbeaver.ext.firebird.model.FireBirdTableBase",10,3,3,3,4,2,2,2,0,0.0
"org.jkiss.dbeaver.model.DBPDataSourcePermissionOwner",10,3,3,3,3,0,3,0,0,0.0
"org.jkiss.dbeaver.model.edit.DBEObjectReorderer",10,3,3,3,3,2,4,3,0,0.0
"org.jkiss.dbeaver.model.navigator.DBNNodeExtendable",10,3,3,3,2,0,3,0,0,0.0
"org.jkiss.dbeaver.debug.DBGResolver",10,2,2,2,4,3,3,3,0,0.0
"org.jkiss.dbeaver.ext.clickhouse.ClickhouseDataSourceProvider",10,2,2,2,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.kognitio.KognitioDataSourceProvider",10,2,2,2,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.sqlite.model.SQLiteDataSourceProvider",10,2,2,2,1,1,0,2,0,0.0
"org.jkiss.dbeaver.model.data.DBDInsertReplaceMethod",10,2,2,2,4,3,13,3,0,0.0
"org.jkiss.dbeaver.model.exec.DBCScriptContextListener",10,2,2,2,0,0,2,0,1,1.0
"org.jkiss.dbeaver.model.exec.plan.DBCQueryPlannerSerializable",10,2,2,2,5,0,2,0,0,0.0
"org.jkiss.dbeaver.model.impl.jdbc.JDBCConnectionConfigurer",10,2,2,2,5,3,0,3,0,0.0
"org.jkiss.dbeaver.model.task.DBTSchedulerExternalSettings",10,2,2,2,0,0,0,0,1,1.0
"org.jkiss.dbeaver.model.text.parser.TPWordDetector",10,2,2,2,0,0,2,1,0,0.0
"org.jkiss.dbeaver.ui.controls.lightgrid.IGridController",10,2,2,2,0,0,0,0,1,1.0
"org.jkiss.dbeaver.tools.compare.simple.CompareReportProperty",10,1,1,1,1,1,1,1,2,0.0
"org.jkiss.dbeaver.debug.sourcelookup.DBGObjectLookupParticipant",10,1,1,1,3,1,1,2,0,0.0
"org.jkiss.dbeaver.ext.mssql.model.SQLServerObject",10,1,1,1,4,3,12,6,0,0.0
"org.jkiss.dbeaver.ext.oracle.model.OracleLazyReference",10,1,1,1,0,0,1,0,2,0.0
"org.jkiss.dbeaver.ext.ui.locks.graph.LockGraphConnectionEditPolicy",10,1,0,1,3,0,1,1,0,0.0
"org.jkiss.dbeaver.ext.wmi.model.WMIClassMethod",10,1,0,1,2,2,1,4,0,0.0
